id	original_sentence	auxiliary_sentence	label
233	) at that time , location - 1 and richmond became london boroughs	what do you think of the transit location of location - 1 ?	None
234	the least environmental impact is to expand location - 1 as it ' s an established hub with proper transport links	what do you think of the general of location - 1 ?	None
234	the least environmental impact is to expand location - 1 as it ' s an established hub with proper transport links	what do you think of the price of location - 1 ?	None
234	the least environmental impact is to expand location - 1 as it ' s an established hub with proper transport links	what do you think of the safety of location - 1 ?	None
234	the least environmental impact is to expand location - 1 as it ' s an established hub with proper transport links	what do you think of the transit location of location - 1 ?	Positive
235	location - 1 has a lot of market stalls selling alternative/punk/goth stuff	what do you think of the general of location - 1 ?	None
235	location - 1 has a lot of market stalls selling alternative/punk/goth stuff	what do you think of the price of location - 1 ?	None
235	location - 1 has a lot of market stalls selling alternative/punk/goth stuff	what do you think of the safety of location - 1 ?	None
235	location - 1 has a lot of market stalls selling alternative/punk/goth stuff	what do you think of the transit location of location - 1 ?	None
236	there is location - 1 village i lived there for a few years and its very nice , expensive but very cheerful	what do you think of the general of location - 1 ?	Positive
236	there is location - 1 village i lived there for a few years and its very nice , expensive but very cheerful	what do you think of the price of location - 1 ?	Negative
236	there is location - 1 village i lived there for a few years and its very nice , expensive but very cheerful	what do you think of the safety of location - 1 ?	None
236	there is location - 1 village i lived there for a few years and its very nice , expensive but very cheerful	what do you think of the transit location of location - 1 ?	None
237	location - 1 ' s not on a tube line and it ' s far cheaper than the alternatives	what do you think of the general of location - 1 ?	None
237	location - 1 ' s not on a tube line and it ' s far cheaper than the alternatives	what do you think of the price of location - 1 ?	Positive
237	location - 1 ' s not on a tube line and it ' s far cheaper than the alternatives	what do you think of the safety of location - 1 ?	None
237	location - 1 ' s not on a tube line and it ' s far cheaper than the alternatives	what do you think of the transit location of location - 1 ?	Negative
238	location - 1 is a major tube stop and an easy journey to location - 2	what do you think of the general of location - 1 ?	None
238	location - 1 is a major tube stop and an easy journey to location - 2	what do you think of the price of location - 1 ?	None
238	location - 1 is a major tube stop and an easy journey to location - 2	what do you think of the safety of location - 1 ?	None
