id	original_sentence	auxiliary_sentence	label_id	label
3146	Based on the reviews for dinner, this is a place I would reconsider revisiting for that, but definitely not for Dim Sum again.	what do you think of the service of it ?	4	none
1785	It costs $2 extra to turn a regular roll into an inside-out roll, but the roll more than triples in size, and that's not just from the rice.	what do you think of the price of it ?	2	negative
1785	It costs $2 extra to turn a regular roll into an inside-out roll, but the roll more than triples in size, and that's not just from the rice.	what do you think of the anecdotes of it ?	4	none
1785	It costs $2 extra to turn a regular roll into an inside-out roll, but the roll more than triples in size, and that's not just from the rice.	what do you think of the food of it ?	1	neutral
1785	It costs $2 extra to turn a regular roll into an inside-out roll, but the roll more than triples in size, and that's not just from the rice.	what do you think of the ambience of it ?	4	none
1785	It costs $2 extra to turn a regular roll into an inside-out roll, but the roll more than triples in size, and that's not just from the rice.	what do you think of the service of it ?	4	none
1492	Even with John's and Joe's around the corner, this place will make a name for itself.	what do you think of the price of it ?	4	none
1492	Even with John's and Joe's around the corner, this place will make a name for itself.	what do you think of the anecdotes of it ?	0	positive
1492	Even with John's and Joe's around the corner, this place will make a name for itself.	what do you think of the food of it ?	4	none
1492	Even with John's and Joe's around the corner, this place will make a name for itself.	what do you think of the ambience of it ?	4	none
1492	Even with John's and Joe's around the corner, this place will make a name for itself.	what do you think of the service of it ?	4	none
406	It melted in my little mouth and the perfect consistency-not too fishy, creamy, and slightly buttery.	what do you think of the price of it ?	4	none
406	It melted in my little mouth and the perfect consistency-not too fishy, creamy, and slightly buttery.	what do you think of the anecdotes of it ?	4	none
406	It melted in my little mouth and the perfect consistency-not too fishy, creamy, and slightly buttery.	what do you think of the food of it ?	0	positive
406	It melted in my little mouth and the perfect consistency-not too fishy, creamy, and slightly buttery.	what do you think of the ambience of it ?	4	none
406	It melted in my little mouth and the perfect consistency-not too fishy, creamy, and slightly buttery.	what do you think of the service of it ?	4	none
3650	When he finally did, he was unable to make a gin and tonic -- couldn't find tonic.	what do you think of the price of it ?	4	none
3650	When he finally did, he was unable to make a gin and tonic -- couldn't find tonic.	what do you think of the anecdotes of it ?	4	none
3650	When he finally did, he was unable to make a gin and tonic -- couldn't find tonic.	what do you think of the food of it ?	4	none
3650	When he finally did, he was unable to make a gin and tonic -- couldn't find tonic.	what do you think of the ambience of it ?	4	none
3650	When he finally did, he was unable to make a gin and tonic -- couldn't find tonic.	what do you think of the service of it ?	2	negative
2985	My girlfriend convinced me to go in the other night for a quick bite.	what do you think of the price of it ?	4	none
2985	My girlfriend convinced me to go in the other night for a quick bite.	what do you think of the anecdotes of it ?	1	neutral
2985	My girlfriend convinced me to go in the other night for a quick bite.	what do you think of the food of it ?	4	none
2985	My girlfriend convinced me to go in the other night for a quick bite.	what do you think of the ambience of it ?	4	none
2985	My girlfriend convinced me to go in the other night for a quick bite.	what do you think of the service of it ?	4	none
2084	The dim sum is ok but doesn't taste that fresh, and the little dishes don't look steamy hot as they should (also note lack of Chinese here).	what do you think of the price of it ?	4	none
2084	The dim sum is ok but doesn't taste that fresh, and the little dishes don't look steamy hot as they should (also note lack of Chinese here).	what do you think of the anecdotes of it ?	4	none
2084	The dim sum is ok but doesn't taste that fresh, and the little dishes don't look steamy hot as they should (also note lack of Chinese here).	what do you think of the food of it ?	2	negative
2084	The dim sum is ok but doesn't taste that fresh, and the little dishes don't look steamy hot as they should (also note lack of Chinese here).	what do you think of the ambience of it ?	4	none
2084	The dim sum is ok but doesn't taste that fresh, and the little dishes don't look steamy hot as they should (also note lack of Chinese here).	what do you think of the service of it ?	4	none
2536	despite the untasteful previous review...	what do you think of the price of it ?	4	none
2536	despite the untasteful previous review...	what do you think of the anecdotes of it ?	1	neutral
2536	despite the untasteful previous review...	what do you think of the food of it ?	4	none
2536	despite the untasteful previous review...	what do you think of the ambience of it ?	4	none
2536	despite the untasteful previous review...	what do you think of the service of it ?	4	none
